Date	RX Average	RX Peak	TX Average	TX Peak	RX90	TX90
2014/04/10 19:00 	269798822 	900745147 	378365041 	1239082222 	660830036 	816798310
2014/04/11 19:00 	58059959 	139170030 	107789776 	581147272 	84664251 	162214502
2014/04/12 19:00 	55261369 	181410030 	117186018 	509210521 	78163626 	188403984
2014/04/13 19:00 	132527234 	475141904 	383437482 	1180831538 	235757226 	798982450
2014/04/14 19:00 	167275745 	780017936 	417128823 	1254202026 	330102578 	895377236
2014/04/15 19:00 	309723980 	983908078 	444820561 	1345398544 	749258751 	882169036
2014/04/16 19:00 	539215116 	1222737681 	457668981 	1145731549 	782273604 	829512942
2014/04/17 19:00 	283981919 	1122890034 	425159471 	1163660765 	771054557 	840689834
2014/04/18 19:00 	96810226 	312644812 	236092778 	450671854 	135591252 	316999133
2014/04/19 19:00 	117799650 	314514499 	179719211 	362487910 	169426397 	263200289
2014/04/20 19:00 	287728004 	1134771711 	407185667 	1294591761 	874383325 	871996518
2014/04/21 19:00 	191748085 	562357930 	522601935 	1509622100 	338443229 	974621218
2014/04/22 19:00 	211810693 	697347207 	417048096 	1167510323 	474108312 	875593078
2014/04/23 19:00 	170990505 	777577437 	357162763 	1219538295 	311839300 	792213230
2014/04/24 19:00 	334448684 	1123196074 	327814614 	975186090 	733155737 	712959009
2014/04/25 19:00 	90209165 	446999620 	119899023 	573404330 	127324022 	196190139
2014/04/26 19:00 	129470552 	548860415 	127194903 	352992870 	402974378 	200833125
2014/04/27 19:00 	211054286 	989717127 	367015108 	1196598715 	578841565 	816864186
2014/04/28 19:00 	298810819 	1105141008 	383588711 	1327802401 	646202981 	842732918
2014/04/29 19:00 	266075028 	1368333038 	462653433 	1474428961 	749867075 	975463696
2014/04/30 19:00 	272353471 	956346162 	520143018 	1745262932 	819525426 	1053774916
2014/05/01 19:00 	352341914 	1337571634 	515772137 	1466763195 	720644266 	1026765073
2014/05/02 19:00 	113440178 	467476787 	342736795 	846136319 	306949085 	447874730
2014/05/03 19:00 	73848604 	226164735 	247355074 	589563221 	100538435 	390344942
2014/05/04 19:00 	168828597 	854131472 	622283796 	1717229875 	328570196 	1291780368
2014/05/05 19:00 	223717566 	1002933930 	640509937 	1890009599 	666162311 	1102685354
2014/05/06 19:00 	141726870 	691850887 	472732243 	1390557832 	231720754 	927641974
2014/05/07 19:00 	536125134 	1580960563 	752671729 	1650368614 	1088658874 	1317188300
2014/05/08 19:00 	760574027 	1744481757 	705039452 	1735439632 	1064326723 	1204140646
2014/05/09 19:00 	240014332 	781600938 	913004810 	1730933929 	363629226 	1153117934
2014/05/10 19:00 	166703680 	758292957 	791694766 	1310108193 	304286821 	1113471896
2014/05/11 19:00 	314326431 	1062868752 	1022235225 	2106289288 	852362512 	1671801479
2014/05/12 19:00 	460904386 	1010869759 	548291600 	1480332150 	790644633 	1014331904
2014/05/13 19:00 	269458611 	722606830 	684712146 	1562047624 	472903542 	1097233578
2014/05/14 19:00 	173559623 	752083011 	562244543 	1347025339 	289583035 	1013540522
2014/05/15 19:00 	155800331 	603589973 	438373087 	1512794964 	271846570 	964611924
2014/05/16 19:00 	128681372 	511312792 	122888868 	388885366 	244385449 	173780786
2014/05/17 19:00 	97112091 	333483007 	101807350 	261271653 	147682371 	148844748
2014/05/18 19:00 	263676266 	1409818760 	373135713 	1210658030 	783464925 	839233433
2014/05/19 19:00 	275889360 	957929130 	356718350 	1350220663 	646893840 	797212808
2014/05/20 19:00 	230966948 	1266698717 	395792891 	1604787575 	343909785 	917443378
2014/05/21 19:00 	162542874 	1132519492 	389968623 	1254788266 	266914884 	874016392
2014/05/22 19:00 	165907347 	725710574 	334380964 	997931997 	281343828 	718538478
2014/05/23 19:00 	124398845 	332211336 	154334958 	481517840 	173596194 	200415163
2014/05/24 19:00 	119308528 	247050103 	156784894 	309727334 	166892168 	205149866
2014/05/25 19:00 	118704615 	358760549 	169875159 	400647508 	187468935 	230853119
2014/05/26 19:00 	302235351 	1226865970 	429907398 	1399813733 	862708462 	1041816404
